model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	similarity_matrix_time	candidates_retrieval_time
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=12_tables=40_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.03530085922618806	0.03730649142631711	0.07607635502299011	0.004162602758812874	0.011034163442489205	0.05354530100779676	7.709292888641357	1.92411208152771	3.1156351566314697	2.3754003047943115
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=12_tables=30_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.031402961724992545	0.032461255241218914	0.06583530723143374	0.003633133621290233	0.009875865752211667	0.0480038960201446	6.800901889801025	1.4712092876434326	3.154944896697998	1.864778995513916
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=12_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.015949139005677102	0.01587784854658576	0.03469416190608889	0.0018566253309182108	0.005183572810364848	0.02549967061898289	4.652148962020874	0.45972514152526855	3.0992047786712646	0.8232190608978271
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=10_tables=30_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.04388759653606708	0.04868554106337617	0.09802145743346802	0.0055036923505643025	0.013958354236044062	0.06482726168592742	6.981330871582031	1.2308530807495117	3.4155771732330322	1.8957228660583496
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=13_tables=20_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.024151668800987156	0.02236823566573949	0.04793089034415494	0.0026125121917235615	0.00798042932032414	0.039822630827452084	5.7153918743133545	1.084920883178711	3.059277057647705	1.3254790306091309
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=12_tables=20_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.023990431941839304	0.024663262278090018	0.05155357391667828	0.0028319632158283407	0.007648824271508168	0.03699350834527122	5.72494912147522	0.9876840114593506	3.135185718536377	1.3204081058502197
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=10_tables=50_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.05314422021799315	0.06127346703752916	0.1203845617946217	0.006837815243137802	0.01663855658710951	0.07653706984955898	8.464484214782715	1.9200048446655273	3.4176290035247803	2.7959816455841064
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=13_tables=40_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.033219636481531145	0.03204559073600829	0.06681064511634388	0.003702800613069528	0.010818209828870605	0.05327112247572925	8.057247877120972	2.1810050010681152	3.1589760780334473	2.427690029144287
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=10_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.027274090491025096	0.02891136889921158	0.06130695276577958	0.003298732060749617	0.00869322746130583	0.04186098923520418	4.756391286849976	0.4639577865600586	3.1548051834106445	0.8441839218139648
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=10_tables=20_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.03724537012779515	0.04045438937504153	0.08346105615159538	0.004608471506200362	0.011872372299499709	0.055974423729539174	5.735117673873901	0.8363380432128906	3.2610440254211426	1.3591938018798828
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=13_tables=50_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.03644995290906014	0.03552256172454234	0.07398634526961126	0.004106869165389439	0.01184965808987357	0.05794009108455875	9.696521997451782	2.886528730392456	3.4124720096588135	3.044769048690796
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=13_tables=30_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.029266128774425873	0.027587532432813557	0.058102271143932	0.0031942315730806746	0.009599291778457758	0.047614713669951826	6.921644687652588	1.6041221618652344	3.157747983932495	1.8749191761016846
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=13_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.013622833444432282	0.012653015545894911	0.028493799637731642	0.001539640518322419	0.004597328311512225	0.023088278417628044	4.651400327682495	0.5707869529724121	3.01528000831604	0.8142180442810059
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=12_tables=50_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.039593903851277285	0.04211107580761606	0.08541173192141563	0.004730388741814129	0.012422094546123039	0.059970232675673196	8.487458944320679	2.3198859691619873	3.1534149646759033	2.711026191711426
ItemKNN_nn=300_sim=rp_hashtables_imp=standard_bin=False_bits=10_tables=40_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.05046906359087961	0.056552186814706654	0.11216385676466491	0.006332729552737913	0.015909717671439654	0.07353818528957247	7.647409915924072	1.6336169242858887	3.368741273880005	2.350369691848755
