model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	candidates_retrieval_time	similarity_matrix_time
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=16_tables=12_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2215675804424315	0.18539415379369015	0.848714069591528	0.1437216338880484	0.19353922781631058	0.44799880084801924	25.312306880950928	0.5429608821868896	22.278047800064087	2.005894899368286
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=2_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.19399245140863886	0.16311353406231652	0.8087073457723988	0.12863506471675915	0.17026512909376185	0.3998682948350323	5.3394269943237305	0.07540011405944824	2.702165126800537	2.09067702293396
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=8_tables=10_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2095104258502943	0.17622556003343304	0.8332492855942175	0.13777945873256012	0.18345966142617617	0.42610851065478555	3.90214204788208	0.27019500732421875	1.161733865737915	2.01544189453125
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=4_tables=10_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.19564333341697762	0.16413940270874167	0.8117330643805681	0.13014792402084385	0.17216585443522242	0.4013906395299943	4.857136011123657	0.16948795318603516	2.210930824279785	2.023422956466675
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=2_tables=12_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.19207567198828793	0.1627983275886693	0.8105563960329467	0.12864346949067068	0.1685401799652702	0.39381052528853727	6.194463014602661	0.14793014526367188	3.4961259365081787	2.0964488983154297
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=32_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.23588507894336633	0.20081584259357552	0.8643469490670701	0.1523029080517734	0.2038804192819525	0.4626155968164824	33.0247917175293	0.6005470752716064	29.87395215034485	2.0715079307556152
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=16_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.21340706327960596	0.1817893003428013	0.841317868549336	0.14048579593208943	0.18635602876518892	0.42713830410185966	14.158817052841187	0.1791689395904541	11.500356197357178	2.0046310424804688
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=8_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.20586385238740146	0.17317768397508196	0.8305597579425114	0.13616574214153637	0.18015106101901623	0.4170199910770301	3.3378968238830566	0.10886788368225098	0.7211179733276367	2.0648281574249268
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=16_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.21797989221870973	0.18567661087027665	0.8477054967221381	0.14260379895780803	0.1896845366068798	0.4353131468286954	16.936253786087036	0.3475949764251709	14.063838005065918	2.0520009994506836
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=32_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2313001024688356	0.19606619501106057	0.8582955118507312	0.15025214321734745	0.20082071838527346	0.45561559265373347	24.438744068145752	0.2985990047454834	21.59010672569275	2.088352918624878
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=16_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.20788035517851283	0.1785222386386066	0.8403092956799462	0.1381576735585813	0.1807548728744703	0.41427374450290605	12.122657060623169	0.08987307548522949	9.41110610961914	2.14615797996521
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=16_tables=10_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.22078290969407338	0.18599725639741174	0.845015969070432	0.1439233484619264	0.19262457859140045	0.44503888138315983	22.419002056121826	0.43965697288513184	19.464519262313843	2.032363176345825
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=4_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.1974314945304142	0.16600744015103183	0.815935451336359	0.13186249789880652	0.17321854754677124	0.4019338528909043	3.8057429790496826	0.06955790519714355	1.2622787952423096	2.0257773399353027
UserKNN_nn=200_sim=rp_custom_imp=standard_bits=32_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.234335533379199	0.19841457526445067	0.8621617078500589	0.1510674062867709	0.20332387708282504	0.4639486174938448	28.61233401298523	0.5233230590820312	25.578904151916504	2.0321788787841797
