model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	similarity_matrix_time	candidates_retrieval_time
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=18_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.017280942189367838	0.014254855258701045	0.20171457387796268	0.014540258867036476	0.014599973476080212	0.045227473049330356	2.1706080436706543	0.08371996879577637	1.707129955291748	0.21916723251342773
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=16_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.05268287068171697	0.04192439732075798	0.40527819801647336	0.04052781980164734	0.04760962979734691	0.13013978647746088	2.4549171924591064	0.21570205688476562	1.7218449115753174	0.3374001979827881
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=32_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010778148289709555	0.008938341958439927	0.15246259875609347	0.009161203563624138	0.0084908876165049	0.029051164207617906	3.009631872177124	0.5231931209564209	1.7009389400482178	0.6221811771392822
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=24_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.011769308282548397	0.009653923141796581	0.15901832240712724	0.009951252311312827	0.009373647415209867	0.031768817840871474	2.8113298416137695	0.4757671356201172	1.696479320526123	0.48095273971557617
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=8_tables=10_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2371873122949403	0.20230231033225893	0.8771222054126744	0.15152966885190788	0.20532497563702531	0.4733739998992907	3.9800608158111572	0.22201299667358398	2.4912257194519043	0.5080540180206299
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=4_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2926338083293518	0.2541801562948874	0.9236846528828374	0.18685493360228608	0.252341522069989	0.5404053435047925	7.77300500869751	0.05869102478027344	5.437831163406372	1.0927579402923584
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=24_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.011253127450728533	0.009297029694888184	0.15582450832072617	0.009564632711380064	0.008901492423854131	0.030275565625029876	2.36378812789917	0.20223689079284668	1.6976981163024902	0.3082010746002197
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=64_tables=12_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010778148289709555	0.008938341958439927	0.15246259875609347	0.009161203563624138	0.0084908876165049	0.029051164207617906	4.8660547733306885	1.5319671630859375	1.6992607116699219	1.4656109809875488
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=2_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.3022865507104491	0.2611876213722729	0.9186417885358884	0.19233484619263744	0.26018430630898903	0.5525998599458926	11.282959938049316	0.022603988647460938	8.229586124420166	1.5323100090026855
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=16_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.062061343297362966	0.04915713417157079	0.4513363590519415	0.04646159018322408	0.05656878034011201	0.15419132463018653	2.613111972808838	0.2920413017272949	1.7553489208221436	0.3870999813079834
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=24_tables=12_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.012112561924050488	0.009823988490824335	0.1612035636241385	0.010220205076483444	0.009723589472331293	0.03269603626376521	3.231031894683838	0.6795620918273926	1.7042419910430908	0.6826257705688477
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=32_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010778148289709555	0.008938341958439927	0.15246259875609347	0.009161203563624138	0.0084908876165049	0.029051164207617906	2.7189807891845703	0.39432382583618164	1.6988437175750732	0.46871304512023926
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=64_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010778148289709555	0.008938341958439927	0.15246259875609347	0.009161203563624138	0.0084908876165049	0.029051164207617906	3.8539607524871826	0.9751121997833252	1.6866672039031982	1.0179791450500488
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=4_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2712774661314306	0.23346891962669675	0.9048579593208943	0.1730122709699109	0.23409680814935466	0.521227270114171	5.768866777420044	0.030881166458129883	4.105337858200073	0.6550679206848145
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=24_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.011037433772057787	0.009136083491255314	0.1541435535384098	0.00939653723314843	0.008725489936959058	0.02963888372731184	2.1890039443969727	0.1039419174194336	1.7119319438934326	0.21573996543884277
UserKNN_nn=200_sim=rp_hashtables_imp=standard_bits=4_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.3017938454582735	0.26201980274073117	0.9267103714910069	0.19307446629685665	0.25944006048217794	0.5505299884590222	9.7674241065979	0.0858769416809082	6.876162052154541	1.429710865020752
