model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	similarity_matrix_time	candidates_retrieval_time
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=8_tables=50_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.22108812975405506	0.18413905715373796	0.8445116826357371	0.15283240880820306	0.19719047819675406	0.43061817032575056	4.218838214874268	0.5040781497955322	2.4281458854675293	0.6471033096313477
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=8_tables=40_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.21165040936271937	0.1758581265006019	0.8366111951588502	0.14684820978315682	0.18876493487926735	0.417525794106334	3.7361090183258057	0.41379714012145996	2.193849802017212	0.5241289138793945
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=9_tables=40_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.1800226969265092	0.1501098731889569	0.796604471339721	0.1281391830559758	0.16112361913670425	0.36741664448242334	3.147674798965454	0.46913599967956543	1.6593520641326904	0.49046802520751953
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=8_tables=20_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.1741080675746136	0.14326601742847656	0.7801311144730206	0.12459236846528829	0.15627056657666785	0.3542859473288047	2.4997880458831787	0.22592401504516602	1.4834392070770264	0.29222702980041504
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=9_tables=30_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.17034735921574773	0.1409746372561545	0.7772734913430829	0.12141536392671036	0.15285019765200955	0.3538628825517652	2.620877981185913	0.33650898933410645	1.4325850009918213	0.37596702575683594
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=8_tables=30_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.19077361133411777	0.15827395132185143	0.8073625819465456	0.13563624138510674	0.16996589235428872	0.383001651442454	3.1506502628326416	0.30337095260620117	1.8603308200836182	0.41269874572753906
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=4_tables=20_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2794197288764287	0.2349332832156479	0.8981341401916288	0.1839468818288788	0.24502744247298286	0.5206222560071022	7.6923651695251465	0.13941597938537598	6.102147817611694	0.6645851135253906
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=4_tables=40_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.29352083106283555	0.2464671741996415	0.906875105059674	0.19046058161035467	0.25633488471036225	0.5454073518224062	10.369842767715454	0.2815737724304199	8.31093716621399	0.9578707218170166
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=9_tables=20_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.15645204063825977	0.1308216870456589	0.7579425113464447	0.11148092116322071	0.13922513104545578	0.329165820974972	2.2534756660461426	0.3081228733062744	1.292175054550171	0.2621300220489502
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=4_tables=30_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2903385782125443	0.2438457466570144	0.9050260547991259	0.1891158177845016	0.25377577185893013	0.5384918461531163	8.77525806427002	0.2103419303894043	6.9855968952178955	0.7728347778320312
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=9_tables=50_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.19345347787048434	0.1609459347179171	0.8125735417717264	0.13558581274163725	0.1735660351700534	0.3903923528985199	3.6425743103027344	0.6497328281402588	1.7949879169464111	0.6211600303649902
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=4_tables=50_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2937971787095437	0.24740504997353036	0.908219868885527	0.1905362245755589	0.25650739537916767	0.5454904004814115	10.032671928405762	0.3465390205383301	7.852345705032349	1.0063130855560303
