model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	candidates_retrieval_time	similarity_matrix_time
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=8_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.020826699776011898	0.031703897661811524	0.06430263341228926	0.003539083182388184	0.006359640662680511	0.02564299128559811	5.17874002456665	0.13626790046691895	0.1972489356994629	4.025859832763672
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=256_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.07020846157709872	0.10257592922588414	0.1814128465932841	0.010516232409084576	0.02049203536975133	0.08402293947142396	5.282193899154663	0.09281301498413086	0.21463823318481445	4.059298038482666
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=128_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.05861213056937515	0.0851205706864392	0.1510380381775115	0.008798941061724956	0.016979438544027742	0.06983014461368355	5.1183021068573	0.0679478645324707	0.1855459213256836	4.044862985610962
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=2_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.006227026978496201	0.009202213013868301	0.017347080953044446	0.0009753378849101296	0.0018288025634167272	0.007772517396505446	4.838764190673828	0.0571138858795166	0.13800501823425293	4.018957853317261
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=16_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.026662887510306925	0.040928814394745404	0.07802703079281037	0.004347220287028007	0.0079079020286655	0.03212547433321861	5.196576118469238	0.11610698699951172	0.21651387214660645	4.042945861816406
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=64_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.04622305384565057	0.06747943827458784	0.12073289675351818	0.007022432771352934	0.01364222811730324	0.0557179816086191	5.100806951522827	0.061872005462646484	0.16758298873901367	4.0642852783203125
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=4_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.012402461343800986	0.019716137863344214	0.03768984255259858	0.002090009753378849	0.0036810607984625664	0.014814292368000116	4.963773965835571	0.057131052017211914	0.16154193878173828	4.0295727252960205
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=512_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.08069895188434847	0.12066826168160716	0.21241465793507036	0.012588825414518603	0.023546471146265742	0.0950514391352826	5.46961522102356	0.16897892951965332	0.25583410263061523	4.06984806060791
UserKNN_nn=300_sim=rp_faiss_imp=standard_bits=32_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.03622866063825376	0.05286727327159825	0.09823045840880591	0.005559425943987739	0.010659378966622182	0.04344800285610411	5.008431911468506	0.05833697319030762	0.1580181121826172	4.008780002593994
