model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	candidates_retrieval_time	similarity_matrix_time
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=16_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.17438768183221587	0.14155166792258117	0.7789544461253992	0.12257522272650867	0.15702946704906082	0.3641960461076586	7.141796827316284	0.1257011890411377	5.3582069873809814	1.2496600151062012
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=16_tables=12_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.17613294577305558	0.14409659706752773	0.7792906370818625	0.12639939485627838	0.15827084654456908	0.35721870062464806	9.160217761993408	0.31942200660705566	7.196902751922607	1.2270991802215576
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=4_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.12384968641014542	0.0968242752437647	0.6814590687510506	0.09330979996638093	0.11312559528229897	0.27408858178691237	2.1945431232452393	0.0687711238861084	0.5232441425323486	1.2241291999816895
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=2_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.09875294378270173	0.07567886799080982	0.6155656412842494	0.07598756093461087	0.09032270790091522	0.22784665284388161	2.425203323364258	0.05604100227355957	0.8145883083343506	1.1831169128417969
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=32_tables=12_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.20731611313437515	0.17340333768727206	0.8203059337703815	0.1430828710707682	0.18344113179080468	0.41405109543906177	14.275115013122559	0.4418509006500244	12.15505075454712	1.2530407905578613
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=8_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.13997291714654453	0.11210749017791648	0.711716254832745	0.10264750378214828	0.12639491216758086	0.29931429830135386	2.0738730430603027	0.05157589912414551	0.4185359477996826	1.2322592735290527
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=32_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.18029679350538594	0.14966120937853025	0.7957639939485628	0.1257354177172634	0.16065057533405266	0.3757978948606638	8.990576028823853	0.0729219913482666	7.221349716186523	1.2941920757293701
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=4_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.117266067534381	0.09151110804225572	0.6675071440578249	0.08826693561943184	0.10638130710150387	0.2617006730045735	1.9320909976959229	0.03367781639099121	0.3200211524963379	1.2038991451263428
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=2_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.10845452472366844	0.08516331153813073	0.6545637922339889	0.08290468986384267	0.09823689131303955	0.24594585672326186	2.0189661979675293	0.01260519027709961	0.434934139251709	1.200153112411499
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=2_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.09561234423413689	0.07307978668875671	0.6103546814590688	0.0749957976130442	0.08693636202113542	0.21615867427253369	2.398029088973999	0.04645705223083496	0.7639129161834717	1.2084870338439941
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=4_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.11632193934868133	0.09313118374211465	0.6661623802319717	0.0879139351151454	0.10428361290196758	0.25368073042914463	1.8251988887786865	0.017351865768432617	0.21368408203125	1.2164549827575684
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=2_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.11117623431114083	0.08454728550049866	0.6456547318877123	0.08417381072449151	0.10179252574051768	0.2527219967801208	2.2245659828186035	0.02359795570373535	0.6015231609344482	1.2172021865844727
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=32_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.19648465309971133	0.16387539235085186	0.8103883005547151	0.13729198184568836	0.17437958734985398	0.3912604721472747	9.910181283950806	0.14406085014343262	8.106442928314209	1.2554070949554443
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=16_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.16479018047984575	0.13249319430059486	0.7586148932593714	0.11856614557068415	0.148993931738618	0.3411527441756525	6.37774395942688	0.08559608459472656	4.6403281688690186	1.2661430835723877
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=8_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.145095455464544	0.11788842609486928	0.7322239031770046	0.10605143721633889	0.12971622957157022	0.3096028294451931	2.1722500324249268	0.07532286643981934	0.4889228343963623	1.2257888317108154
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=32_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.20632490645985016	0.17355617428855377	0.8290468986384266	0.14337703815767355	0.1822390443885487	0.40947172539023713	13.224271059036255	0.3692600727081299	11.133761167526245	1.2877788543701172
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=4_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.115689252987108	0.08796527754062317	0.659606656580938	0.08868717431501093	0.10603354730485653	0.26011597009034204	2.352815866470337	0.08267903327941895	0.6569368839263916	1.2283673286437988
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=16_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.17624247276557709	0.14530928394645676	0.7850058833417382	0.1261556564128425	0.15767712922689278	0.3582991629817084	8.468192100524902	0.30027294158935547	6.539396047592163	1.2350561618804932
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=4_tables=12_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.11947071374149054	0.09198457403857728	0.6565809379727685	0.09046058161035468	0.11003566929019284	0.26586036058389295	2.3730080127716064	0.09738683700561523	0.6967358589172363	1.1974871158599854
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=2_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.10185837749486823	0.07861113325502368	0.6214489830223567	0.0791057320558077	0.09285569575375027	0.22928722152530873	2.3318800926208496	0.0352020263671875	0.6845991611480713	1.2419238090515137
ItemKNN_nn=200_sim=rp_custom_imp=standard_bin=False_bits=8_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.14694247463817806	0.11860950931365974	0.735249621785174	0.10760632038998151	0.13208575376393764	0.3133871458446133	2.2328219413757324	0.1013193130493164	0.5630877017974854	1.1847832202911377
