model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	candidates_retrieval_time	similarity_matrix_time
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=13_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.015869438348115054	0.023124004313916056	0.030136595456328685	0.0015701344555797284	0.0034692050638550393	0.01565518582737426	73.44138884544373	0.7639260292053223	52.76423692703247	16.55614399909973
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=10_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010957010089980164	0.01632149556696005	0.02239737508470345	0.0011608830557437856	0.002452683095227316	0.010870538958342661	27.25841736793518	0.3139669895172119	7.230581998825073	16.42139220237732
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=9_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010129913171736222	0.015321877060889283	0.020970790684403866	0.00108509575947787	0.00229906760109402	0.010063407369497478	25.841933965682983	0.2915680408477783	5.670832872390747	16.53989291191101
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=8_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.012057363899385712	0.01779522149842991	0.023841791790006776	0.0012357787367595137	0.002690464502396318	0.011850791716051122	30.565556049346924	0.9942989349365234	9.713751077651978	16.546772956848145
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=14_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.020505960471211303	0.030067437937170097	0.03851777880808873	0.0020061343129212884	0.004398336487484079	0.01994651964676578	312.1119632720947	3.3076298236846924	288.6166388988495	16.62813711166382
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=10_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.01572681699647955	0.02310202921324416	0.030475409251399837	0.001583508684332537	0.0034423645694035454	0.015451731355137872	45.08394694328308	2.4153590202331543	22.62140989303589	16.65575909614563
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=9_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.014984098162404662	0.021461330437295673	0.028353364955954207	0.0014640322408074468	0.003314687500140139	0.015060784386358609	39.28274726867676	2.2175660133361816	17.246519088745117	16.556811094284058
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=8_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010033719602520152	0.015262035396012869	0.020774635329362672	0.0010752879917258107	0.0022824433971397823	0.009922328050458158	24.655634880065918	0.2690880298614502	4.664127826690674	16.474889993667603
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=13_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.019623974775388315	0.028799987093887622	0.03664538678269553	0.0019205392489033135	0.0042635655339642005	0.019105588807918086	166.94150710105896	2.9831361770629883	144.1121530532837	16.547879934310913
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=13_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.01882242107048444	0.027694188868320507	0.03553978387246336	0.001851884874638896	0.004109395465131544	0.018387110630714933	135.87398195266724	2.265944004058838	113.39450883865356	16.832648038864136
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=9_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.011985616114837928	0.017685814763370306	0.02396661792503299	0.0012500445807625093	0.0027111352742132575	0.012033956118084792	27.264035940170288	0.5610098838806152	6.822297811508179	16.647886037826538
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=11_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.014830750085726428	0.021826781177141676	0.028906166411070296	0.0015202040015692428	0.0033086387699003575	0.014771021201890045	44.28624486923218	1.3073961734771729	22.696744918823242	16.751994132995605
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=10_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.011481330471396304	0.01742482965266396	0.02352081029993937	0.0012188380470059559	0.00257962825584924	0.011241072838578088	29.893435955047607	0.611393928527832	9.327866077423096	16.535129070281982
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=8_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.013025160857082507	0.018640676031341886	0.02494739470023895	0.00128214272976925	0.002889629606356237	0.013072565990111897	40.27869701385498	2.0572359561920166	18.47710084915161	16.476662158966064
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=13_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.018807430353069334	0.027359528696365095	0.03541495773743714	0.00185366810513927	0.004121268453784816	0.01847471391927632	105.96872091293335	1.519758939743042	84.44017100334167	16.622403860092163
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=10_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.014253030952883142	0.020871287365197694	0.027782731195834375	0.0014408502443025784	0.0031676801000917023	0.014172974248838007	47.63398218154907	1.9231879711151123	18.963844060897827	21.951797008514404
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=8_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.013222595241877178	0.01897782551812918	0.026070829915474873	0.0013614964870359144	0.003013746038190091	0.013470664783893279	34.70779585838318	1.4765129089355469	14.206191062927246	16.063530921936035
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=14_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.018246863959816378	0.026391055820592944	0.03418452869217875	0.0017894718071257895	0.003978306628446597	0.018019297705855194	173.26086711883545	1.5468618869781494	152.43641901016235	15.986055850982666
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=12_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.015307193385948865	0.022487744650340476	0.029530297086201363	0.0015326866150718642	0.003367723399802985	0.01503086480001512	45.64556097984314	0.6928198337554932	25.52749013900757	16.343560934066772
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=15_tables=2_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.018145053482575415	0.026032894391048066	0.03388137950711509	0.0017680730411212954	0.0039776077663284705	0.017944343512403874	186.89138984680176	0.8452410697937012	166.59585785865784	16.293412923812866
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=11_tables=1_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.013095483776035666	0.019382478707508536	0.02628481757551981	0.001364171332786476	0.002949936008941678	0.013109423263100467	31.188374042510986	0.3362162113189697	11.421371936798096	16.366239070892334
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=12_tables=6_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.016496457951819817	0.02459630522488095	0.031777167516673206	0.0016468133670958307	0.0036017240445713277	0.01609650347222321	76.3121509552002	2.030536413192749	54.6997389793396	16.272037029266357
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=11_tables=8_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.017822265153830123	0.025824578463584314	0.03373872106708513	0.0017618317343699847	0.0038765845652294693	0.017494320775860325	59.552103996276855	2.493231773376465	37.72865891456604	16.18229603767395
UserKNN_nn=300_sim=rp_custom_imp=standard_bits=12_tables=4_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.016101150363252027	0.02403388356317853	0.03136702450158708	0.0016271978315917114	0.0035411623130276243	0.01583948120657494	60.35631203651428	1.3481290340423584	39.579777002334595	16.355814933776855
