model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	similarity_matrix_time	candidates_retrieval_time
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=4_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.21648746505548397	0.17814570171511568	0.8382921499411666	0.1489998319045218	0.19279933592644852	0.4305931244550764	4.1114182472229	0.04126620292663574	3.075721025466919	0.31137585639953613
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=8_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.14488359273881152	0.11721167906140821	0.7302067574382249	0.10593377038157674	0.13098325438610764	0.307147741521029	1.8772027492523193	0.10052824020385742	1.2692418098449707	0.14933085441589355
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=2_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2938001134459693	0.24750741480013033	0.9102370146243066	0.19057824844511684	0.2564424168761208	0.5451847168507278	9.450845956802368	0.04844522476196289	7.848514080047607	0.6891038417816162
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=10_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.07604875409319052	0.055677587448842915	0.5389141032106236	0.05488317364262901	0.0705302111238347	0.2033287074002544	0.9784820079803467	0.025487899780273438	0.8363227844238281	0.050875186920166016
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=4_tables=9_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.24338203298453506	0.20158543542712756	0.8677088586317028	0.1638426626323752	0.21555291569250584	0.47278355968393887	5.33889102935791	0.0619969367980957	4.116204023361206	0.4286050796508789
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=6_tables=9_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.18067341361702474	0.14734157384481109	0.7917297024710035	0.12768532526475038	0.1607084752422445	0.37394757149251234	2.834484100341797	0.07968711853027344	1.9623620510101318	0.21088099479675293
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=9_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.1141258207888361	0.09443931179814902	0.6791057320558077	0.08591359892418896	0.1004784260447803	0.24779345072354225	1.4885046482086182	0.0892496109008789	1.030090093612671	0.12148284912109375
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=6_tables=10_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.18391510587720303	0.14947983315654953	0.7974449487308791	0.1295343755252984	0.164185591496487	0.3805635028850276	3.2899608612060547	0.08954095840454102	2.362391710281372	0.23649096488952637
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=9_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.07740092718161985	0.06206383305889211	0.5646327113800639	0.05459741132963523	0.06819962087520681	0.1979508541233474	1.061680793762207	0.02411174774169922	0.8907718658447266	0.05175328254699707
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=2_tables=3_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.26965989563610315	0.22551234156780706	0.8929231803664481	0.17743318204740297	0.23740833024937738	0.5129669598018599	6.8568220138549805	0.015836000442504883	5.592523097991943	0.476269006729126
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=6_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.13806497904827303	0.11363541192964123	0.7249957976130442	0.1000420238695579	0.12184113250592216	0.2973247471237546	2.3578970432281494	0.053797006607055664	1.6502840518951416	0.15186285972595215
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=2_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.29260278688098984	0.2466375362669788	0.9109093965372331	0.190031938140864	0.2555530049009483	0.5431953386624788	8.876179218292236	0.0391843318939209	7.367921829223633	0.6505002975463867
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=6_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.12075716461020537	0.09773526856255674	0.6839805009245251	0.0867204572197008	0.10751434583637663	0.2765658694379446	1.9693748950958252	0.03650832176208496	1.3834068775177002	0.10721182823181152
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=4_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.14641036881342534	0.11513619326373423	0.7317196167423097	0.10140359724323415	0.13165994232803502	0.3323251814590929	2.5405662059783936	0.014814138412475586	1.8636059761047363	0.13672709465026855
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=6_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.11163236942732449	0.08705419758179231	0.6567490334510002	0.07787023029080518	0.10074822353257454	0.27306724761005263	1.532538890838623	0.01933884620666504	1.1555051803588867	0.07060384750366211
ItemKNN_nn=200_sim=rp_hashtables_imp=standard_bin=False_bits=8_tables=3_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.10510628099820962	0.0854852433295827	0.6389309127584468	0.07863506471675913	0.09485246333749146	0.23731268422506174	1.257761001586914	0.030288219451904297	0.9678230285644531	0.06449007987976074
