model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	candidates_retrieval_time	similarity_matrix_time
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=15_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.025696175420501413	0.029554186339293163	0.042173401333856414	0.002277185348978209	0.006160714652487038	0.030400374852448713	250.0234751701355	1.509753942489624	233.39438796043396	11.10967493057251
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=8_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.012689837247046247	0.015715248556264483	0.024037947145047967	0.0012919504975213096	0.0031246667015071526	0.014880050483992699	20.36124014854431	0.29367518424987793	5.147197961807251	11.24714207649231
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=12_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.019182407975152867	0.02290320658641631	0.03432718713220871	0.0018242448018830914	0.004685769787257238	0.022880945306828618	43.22466993331909	0.39905309677124023	28.04301905632019	11.182859182357788
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=11_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.020150446323733633	0.023731432018995177	0.035325796212418416	0.0019169727879025642	0.004977767151472027	0.024290838900917475	34.08046221733093	0.7208757400512695	18.852303981781006	10.883404016494751
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=14_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.018125729096969644	0.02156003136324882	0.032561788936837976	0.0017386497378651165	0.004535478170344349	0.022174933494989058	103.47453379631042	0.23473286628723145	88.34638619422913	11.071749210357666
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=12_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.025331985372521054	0.02911030219460207	0.04274403509397625	0.0022968008844823284	0.006197561965091079	0.030592794477345978	67.14284086227417	1.5413670539855957	50.751428842544556	11.121426820755005
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=9_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.020964932272508157	0.024026778244097376	0.03566461000748957	0.0019169727879025644	0.005192778952458878	0.025578420609048563	27.912508010864258	1.2265937328338623	11.834460020065308	11.280225038528442
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=13_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.023756759794262075	0.027478184265873975	0.04037233852847819	0.0021960483612111703	0.005839776260981447	0.028580964977824364	120.76971983909607	1.6539831161499023	104.01011919975281	11.308480024337769
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=9_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.016010142826197695	0.018861895357798218	0.028674346446021612	0.0015193123863190556	0.003927290268730589	0.019301752712244814	21.526099920272827	0.32112598419189453	6.546918153762817	11.118806838989258
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=15_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.023744493376836803	0.027400701585202338	0.03951638788829844	0.0021265023716965656	0.005724723204996769	0.028216128519579966	202.16346311569214	0.9441032409667969	186.33609580993652	11.184160947799683
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=15_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.02687468548170716	0.03082407083939084	0.04425978101929456	0.0023850707942508647	0.006447323532171289	0.031858681729111125	298.80565786361694	1.9562630653381348	281.77892899513245	11.157994985580444
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=14_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.01972858635532719	0.023199079775082822	0.03489782089232854	0.001864367488141517	0.004880704133250268	0.023886577855403702	109.82561373710632	0.4523959159851074	94.26398706436157	11.207639932632446
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=15_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.019190350426631055	0.022911152427976346	0.034238025607189984	0.001851884874638896	0.004757488870878295	0.02296701080247	159.13652992248535	0.4806952476501465	143.41976499557495	11.35158395767212
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=11_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.01953675876507831	0.023121751040159573	0.03475516245229859	0.0018821997931452621	0.004854706610960609	0.023634759666717225	39.80007004737854	1.0904498100280762	23.654999017715454	11.263906955718994
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=8_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.01534556614081045	0.01818262481958272	0.02762224045080067	0.001505938157566247	0.0038371059464058373	0.01851526891486851	23.00339388847351	0.8531439304351807	7.132020950317383	11.355053186416626
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=12_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.025021829469526663	0.02896762583396187	0.04211990441884518	0.0022611362744748382	0.006070094689543309	0.030051065658871078	58.74983191490173	1.1650433540344238	42.65385389328003	11.288005113601685
