model	nDCGRendle2020	Recall	HR	Precision	MAP	MRR	similarity_time	indexing_time	candidates_retrieval_time	similarity_matrix_time
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=8_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.011216905792903097	0.013684864990499417	0.02105995220942259	0.0011385926744891044	0.0027703050854665495	0.013300358824963016	19.78575587272644	0.15082097053527832	4.940323114395142	11.185075759887695
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=9_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.015621664205725447	0.018176310763508424	0.027729234280823137	0.0014675987018081958	0.003840893851727011	0.019005621724353994	21.422972917556763	0.16624212265014648	6.331247806549072	11.326709032058716
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=10_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.02200126210330276	0.02501866152028777	0.03718035593280788	0.0020034594671707266	0.005412870395881054	0.026745488966358186	32.62347388267517	1.3396129608154297	16.4008629322052	11.238097190856934
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=10_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.020248092787643567	0.0232958012849796	0.03489782089232854	0.0018723920253932024	0.004995650519641519	0.024718690193821887	29.864688873291016	1.012160062789917	13.951012134552002	11.190538883209229
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=12_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.017186874457168395	0.020436672410229048	0.0307785584364635	0.001628981062092086	0.0042041523172816194	0.02063650309268117	43.10510301589966	0.20933890342712402	27.857098817825317	11.300432205200195
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=13_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.021882409771129378	0.02501513480590313	0.037073362102785404	0.002005242697671101	0.0053987769941545825	0.026530624484382665	83.14733386039734	0.836151123046875	67.55593395233154	11.079769849777222
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=10_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.014024867788625212	0.01694037334824632	0.02624915296551232	0.0013882449445415314	0.0035068324567054747	0.017039569971424508	24.677767038345337	0.18220114707946777	9.636536121368408	11.22296690940857
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=14_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.02191218092310785	0.02547745022106615	0.037590498947894006	0.002046256999179714	0.0054378207123277926	0.02644327789216579	141.1564838886261	0.895298957824707	124.98642921447754	11.24719524383545
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=11_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.015090686262820875	0.018306532046102615	0.027996718855879312	0.0015077213880666217	0.003784924544874826	0.018178552549467476	31.23234462738037	0.37081289291381836	15.778653860092163	11.15770697593689
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=10_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.01888171123943653	0.02175766650649437	0.032561788936837976	0.0017279503548628696	0.004638988740451809	0.023091070310859378	25.01722288131714	0.35251927375793457	9.467922925949097	11.26919412612915
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=14_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.024962814355726823	0.028638242198333035	0.04197724597881522	0.0022673775812261493	0.0061266406452103695	0.030108051787510973	171.13137888908386	1.4152467250823975	154.61493730545044	11.193497896194458
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=8_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.015786714697252936	0.018820039029295573	0.02817504190591676	0.0015255536930703665	0.003869582660586334	0.01864298142157806	21.912151098251343	0.5716779232025146	6.646220922470093	10.86284589767456
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=11_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.012055779547494552	0.015367952832458728	0.023770462569991796	0.0012839259602696247	0.0030497082998765263	0.01424079772059496	30.865763187408447	0.19330692291259766	15.72881269454956	11.146535158157349
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=13_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.022482198553367767	0.025728717681437502	0.03803630657298762	0.0020578479974321484	0.005538110783918964	0.027289099968485636	100.58376598358154	1.2289879322052002	84.4288101196289	11.003591060638428
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=10_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.019829800646216002	0.02276304908526058	0.033613894932058914	0.0018090873426299086	0.00485137497322617	0.023962494654650744	27.650180101394653	0.6818759441375732	11.717379808425903	11.447526931762695
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=15_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.0160999404938252	0.019749780167107517	0.03029708620136239	0.00165037982809658	0.0040790281747002995	0.019340872238620424	150.28377103805542	0.24715709686279297	135.12325620651245	11.041368007659912
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=9_tables=6_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.018639014059456487	0.021799434611208354	0.03238346588680053	0.0017386497378651165	0.004606329745368655	0.022572961678782137	25.464691162109375	0.9272351264953613	9.422024011611938	11.25553274154663
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=9_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.017025888996111106	0.019906930570325602	0.030083098541317452	0.0016120403723385286	0.004232775555402897	0.020713906388522222	23.779276609420776	0.6236920356750488	7.893485069274902	11.34340524673462
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=14_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.02641908061135585	0.03039330178945374	0.04420628410428332	0.0024011198687542354	0.006489941115044747	0.031867941023814496	204.1958520412445	1.8056178092956543	187.45089101791382	11.060420751571655
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=13_tables=1_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.016534287666429927	0.019676402803889954	0.02944113556118264	0.0015852919148329116	0.00409998817832156	0.019891333290915802	68.41192173957825	0.2203049659729004	53.09208011627197	11.274541854858398
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=8_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.015894689324193533	0.01906044319535491	0.029030992546096507	0.0015745925318306647	0.003975011126949619	0.019051403528461387	25.13459801673889	1.1425909996032715	8.794477939605713	11.289725303649902
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=13_tables=2_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.020621493993302167	0.02431388436647911	0.03566461000748957	0.0019258889404044368	0.005051666687282726	0.024671488529165977	70.33093070983887	0.42633509635925293	54.57335710525513	11.334630250930786
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=12_tables=4_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.0218446538927344	0.02552840359183615	0.03757266664289026	0.0020088091586718494	0.005313452437789951	0.02620979728621815	51.49052405357361	0.8542132377624512	35.24767804145813	11.471981048583984
ItemKNN_nn=600_sim=rp_custom_imp=standard_bin=False_bits=11_tables=8_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.019597590067239358	0.023081959608476893	0.034541174792253646	0.0018804165626448875	0.004867192131838486	0.02357862818473603	44.52974724769592	1.4672622680664062	27.983509063720703	11.123471736907959
